Category,Code,Descriptor,Code System,Version,Status,Remap Info,RCTC-OID,Definition-version,effective-date,CDS-Hook Events
DIAGNOSIS_PROBLEM,A37.0,Whooping cough due to Bordetella pertussis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A37.00,Whooping cough due to Bordetella pertussis without pneumonia,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A37.01,Whooping cough due to Bordetella pertussis with pneumonia,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A37.9,"Whooping cough, unspecified species",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A37.90,"Whooping cough, unspecified species without pneumonia",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A37.91,"Whooping cough, unspecified species with pneumonia",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54,Gonococcal infection,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.00,"Gonococcal infection of lower genitourinary tract, unspecified",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.01,"Gonococcal cystitis and urethritis, unspecified",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.02,"Gonococcal vulvovaginitis, unspecified",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.03,"Gonococcal cervicitis, unspecified",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.09,Other gonococcal infection of lower genitourinary tract,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.1,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.2,Gonococcal pelviperitonitis and other gonococcal genitourinary infection,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.21,Gonococcal infection of kidney and ureter,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.22,Gonococcal prostatitis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.23,Gonococcal infection of other male genital organs,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.24,Gonococcal female pelvic inflammatory disease,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.29,Other gonococcal genitourinary infections,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.3,Gonococcal infection of eye,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.30,"Gonococcal infection of eye, unspecified",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.31,Gonococcal conjunctivitis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.32,Gonococcal iridocyclitis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.33,Gonococcal keratitis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.39,Other gonococcal eye infection,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.4,Gonococcal infection of musculoskeletal system,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.40,"Gonococcal infection of musculoskeletal system, unspecified",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.41,Gonococcal spondylopathy,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.42,Gonococcal arthritis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.43,Gonococcal osteomyelitis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.49,Gonococcal infection of other musculoskeletal tissue,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.5,Gonococcal pharyngitis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.6,Gonococcal infection of anus and rectum,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.8,Other gonococcal infections,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.81,Gonococcal meningitis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.82,Gonococcal brain abscess,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.83,Gonococcal heart infection,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.84,Gonococcal pneumonia,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.85,Gonococcal peritonitis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.86,Gonococcal sepsis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.89,Other gonococcal infections,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A54.9,"Gonococcal infection, unspecified",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A55,Chlamydial lymphogranuloma (venereum),ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A56,Other sexually transmitted chlamydial diseases,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A56.0,Chlamydial infection of lower genitourinary tract,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A56.00,"Chlamydial infection of lower genitourinary tract, unspecified",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A56.01,Chlamydial cystitis and urethritis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A56.02,Chlamydial vulvovaginitis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A56.09,Other chlamydial infection of lower genitourinary tract,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A56.1,Chlamydial infection of pelviperitoneum and other genitourinary organs,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A56.11,Chlamydial female pelvic inflammatory disease,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A56.19,Other chlamydial genitourinary infection,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A56.2,"Chlamydial infection of genitourinary tract, unspecified",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A56.3,Chlamydial infection of anus and rectum,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A56.4,Chlamydial infection of pharynx,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A56.8,Sexually transmitted chlamydial infection of other sites,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A71,Trachoma,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A71.0,Initial stage of trachoma,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A71.1,Active stage of trachoma,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A71.9,"Trachoma, unspecified",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A74,Other diseases caused by chlamydiae,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A74.0,Chlamydial conjunctivitis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A74.8,Other chlamydial diseases,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A74.81,Chlamydial peritonitis,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A74.89,Other chlamydial diseases,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A74.9,"Chlamydial infection, unspecified",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,A92.5,Zika virus disease,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,B94.0,Sequelae of trachoma,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,J16.0,Chlamydial pneumonia,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,O98.2,"Gonorrhea complicating pregnancy, childbirth and the puerperium",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,O98.21,Gonorrhea complicating pregnancy,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,O98.211,"Gonorrhea complicating pregnancy, first trimester",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,O98.212,"Gonorrhea complicating pregnancy, second trimester",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,O98.213,"Gonorrhea complicating pregnancy, third trimester",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,O98.219,"Gonorrhea complicating pregnancy, unspecified trimester",ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,O98.22,Gonorrhea complicating childbirth,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,O98.23,Gonorrhea complicating the puerperium,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,P23.1,Congenital pneumonia due to Chlamydia,ICD10CM,2017,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,10750051000119105,Chlamydia trachomatis infection in mother complicating childbirth (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,10754031000119105,Gonorrhea in mother complicating childbirth (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,1084791000119106,Cardiac disorder due to typhoid fever (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,1086991000119103,Gonococcal abscess of brain (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,1087051000119109,Gonococcal osteomyelitis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,1087061000119106,Gonococcal pneumonia (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,1092371000119103,Salmonella pyelonephritis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,111806005,Acute gonococcal prostatitis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,111807001,Gonococcal endophthalmia (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,112121000119105,Venereal disease caused by Chlamydia trachomatis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,11906007,Chronic gonococcal vulvovaginitis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,12373006,Chronic gonococcal bartholinitis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,127361000119109,Severe sepsis with acute organ dysfunction caused by Salmonella (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,143511000119105,Perihepatitis caused by Chlamydia trachomatis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,151004,Gonococcal meningitis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,15628003,Gonorrhea (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,15680161000119101,Conjunctivitis of left eye caused by Chlamydia trachomatis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,1621000119101,Chlamydia trachomatis infection in pregnancy (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,17305005,Acute gonorrhea of genitourinary tract (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,179101003,Urethritis caused by Chlamydia trachomatis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,186134009,Infection of gastrointestinal tract by Salmonella enterica subspecies arizonae (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,186915005,Chronic gonorrhea lower genitourinary tract (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,186931002,Gonococcal anal infection (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,186939000,Gonococcal peritonitis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,186946009,Lymphogranuloma venereum (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,189312004,Pelvic inflammation with female sterility caused by Chlamydia trachomatis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,192648008,Meningitis caused by typhoid fever (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,192650000,Meningitis caused by pertussis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,19357001,Late effects of trachoma (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,194910001,Acute gonococcal pericarditis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,194929007,Endocarditis - typhoid (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,197172005,Chlamydial peritonitis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,197848003,Gonococcal cystitis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,197967000,Gonococcal prostatitis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,198176005,Female chlamydial pelvic inflammatory disease (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,198242009,Female gonococcal pelvic inflammatory disease (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,199161008,"Maternal gonorrhea during pregnancy, childbirth and the puerperium (disorder)",SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,199163006,Maternal gonorrhea during pregnancy - baby delivered (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,199164000,Maternal gonorrhea in the puerperium - baby delivered during current episode of care (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,199165004,Maternal gonorrhea during pregnancy - baby not yet delivered (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,199166003,Maternal gonorrhea in the puerperium - baby delivered during previous episode of care (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,20943002,Acute gonococcal cervicitis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,231858009,Gonococcal conjunctivitis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,235861001,Abscess gonococcal (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,235863003,Gonococcal hepatitis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,236682002,Gonococcal urethritis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,236687008,Gonococcal urethral abscess (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,236766009,Gonococcal epididymitis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
DIAGNOSIS_PROBLEM,236772009,Gonococcal epididymo-orchitis (disorder),SNOMEDCT,2016-09,Active,No,2.16.840.1.113762.1.4.1146.627,20170321,7/1/17,lab-order-create
